SimulationTime(sec),Name,UUID,ForceIdentifier,EntitySymbol,PositionLat(deg),PositionLon(deg),PositionAlt(m),Orientation(deg),Speed(km/h),DamageState,Power,PowerDistribution,DetectedEntityID,DetectedEntityDistance(m),Echelon,MOS
30.000,R-1-1-MachineGunUnit,df028bbf-2678-49e0-8ff9-7e7e80aeebe1,2,SHG-UCI----B---,38.05978,127.17397,103.90117,154.68,0.0,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
60.000,R-1-1-MachineGunUnit,df028bbf-2678-49e0-8ff9-7e7e80aeebe1,2,SHG-UCI----B---,38.05713,127.17372,196.51743,158.17,10.0,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
90.000,R-1-1-MachineGunUnit,df028bbf-2678-49e0-8ff9-7e7e80aeebe1,2,SHG-UCI----B---,38.05661,127.17646,185.76494,102.21,10.0,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
120.000,R-1-1-MachineGunUnit,df028bbf-2678-49e0-8ff9-7e7e80aeebe1,2,SHG-UCI----B---,38.05656,127.17730,209.19736,94.35,10.0,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
150.000,R-1-1-MachineGunUnit,df028bbf-2678-49e0-8ff9-7e7e80aeebe1,2,SHG-UCI----B---,38.05656,127.17730,209.19736,274.35,0.0,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
180.000,R-1-1-MachineGunUnit,df028bbf-2678-49e0-8ff9-7e7e80aeebe1,2,SHG-UCI----B---,38.05673,127.17735,206.14676,346.71,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
210.000,R-1-1-MachineGunUnit,df028bbf-2678-49e0-8ff9-7e7e80aeebe1,2,SHG-UCI----B---,38.05690,127.17741,206.46832,347.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
240.000,R-1-1-MachineGunUnit,df028bbf-2678-49e0-8ff9-7e7e80aeebe1,2,SHG-UCI----B---,38.05708,127.17746,209.59137,347.81,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
270.000,R-1-1-MachineGunUnit,df028bbf-2678-49e0-8ff9-7e7e80aeebe1,2,SHG-UCI----B---,38.05725,127.17752,209.84183,348.50,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
300.000,R-1-1-MachineGunUnit,df028bbf-2678-49e0-8ff9-7e7e80aeebe1,2,SHG-UCI----B---,38.05743,127.17758,204.07822,349.33,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
